Country Name,Export Value 2013-2017,Export Weight 2013-2017,Import Value 2013-2017,Import Weight 2013-2017,Balance 2013-2017,Export Value 2017-2022,Export Weight 2017-2022,Import Value 2017-2022,Import Weight 2017-2022,Balance 2017-2022,Export Value Total,Export Weight Total,Import Value Total,Import Weight Total,Balance Total
Benin,119710.0,57379181.0,72360.0,17099615.0,47350.0,212148.0,165417875.0,77916.0,23253477.0,134232.0,331858.0,222797056.0,150276.0,40353092.0,181582.0
Monaco,,,,,,323115.0,244916824.0,18595.0,1049143.0,304520.0,323115.0,244916824.0,18595.0,1049143.0,304520.0
Samoa,188418.0,98425342.0,9775.0,15487908.0,178643.0,134598.0,82515907.0,3240.0,2724078.0,131358.0,323016.0,180941249.0,13015.0,18211986.0,310001.0
Aruba,64839.0,9416882.0,180130.0,588009161.0,-115291.0,254860.0,196500262.0,182368.0,337181021.0,72492.0,319699.0,205917144.0,362498.0,925190182.0,-42799.0
Burkina Faso,175608.0,88727109.0,11208.0,6075152.0,164400.0,126680.0,51102214.0,17277.0,10385465.0,109403.0,302288.0,139829323.0,28485.0,16460617.0,273803.0
French Réunion and Comoros,177091.0,36463618.0,618.0,262206.0,176473.0,112494.0,54414662.0,358.0,889534.0,112136.0,289585.0,90878280.0,976.0,1151740.0,288609.0
Jamaica,164462.0,57138099.0,16023.0,18452492.0,148439.0,115367.0,45856192.0,31295.0,73120866.0,84072.0,279829.0,102994291.0,47318.0,91573358.0,232511.0
Micronesia,49359.0,68605004.0,5216.0,5296164.0,44143.0,221640.0,360420446.0,10135.0,4583213.0,211505.0,270999.0,429025450.0,15351.0,9879377.0,255648.0
Mali,137711.0,39131867.0,14328.0,3072449.0,123383.0,109067.0,36959152.0,5748.0,560555.0,103319.0,246778.0,76091019.0,20076.0,3633004.0,226702.0
Rwanda,86166.0,15987292.0,11344.0,1549049.0,74822.0,141732.0,146465788.0,6273.0,958529.0,135459.0,227898.0,162453080.0,17617.0,2507578.0,210281.0
Gibraltar,192846.0,297848922.0,37974.0,52336788.0,154872.0,34402.0,61797183.0,55692.0,71779277.0,-21290.0,227248.0,359646105.0,93666.0,124116065.0,133582.0
Western Sahara,150291.0,143805014.0,2.0,21.0,150289.0,76661.0,167603903.0,1.0,9.0,76660.0,226952.0,311408917.0,3.0,30.0,226949.0
Zambia,102371.0,30786415.0,360855.0,42636595.0,-258484.0,119697.0,42721778.0,1453324.0,226332163.0,-1333627.0,222068.0,73508193.0,1814179.0,268968758.0,-1592111.0
Albania,133085.0,27540552.0,79996.0,95330338.0,53089.0,84414.0,23471331.0,21017.0,24399059.0,63397.0,217499.0,51011883.0,101013.0,119729397.0,116486.0
Guyana,109750.0,23151797.0,5022.0,4973553.0,104728.0,107236.0,25750996.0,8587.0,11591744.0,98649.0,216986.0,48902793.0,13609.0,16565297.0,203377.0
American Samoa,69071.0,40904521.0,8760.0,9090054.0,60311.0,144363.0,116840156.0,8369.0,14711673.0,135994.0,213434.0,157744677.0,17129.0,23801727.0,196305.0
Zimbabwe,92054.0,24421685.0,49426.0,14140760.0,42628.0,115434.0,36719172.0,43313.0,21535980.0,72121.0,207488.0,61140857.0,92739.0,35676740.0,114749.0
Uganda,123713.0,33830172.0,36523.0,11134658.0,87190.0,83014.0,16016197.0,56745.0,16824617.0,26269.0,206727.0,49846369.0,93268.0,27959275.0,113459.0
Seychelles,81673.0,35254691.0,31675.0,6312655.0,49998.0,103142.0,45380362.0,24849.0,7295580.0,78293.0,184815.0,80635053.0,56524.0,13608235.0,128291.0
Solomon Islands,126283.0,182100081.0,57087.0,152088805.0,69196.0,55026.0,99596192.0,59854.0,197223549.0,-4828.0,181309.0,281696273.0,116941.0,349312354.0,64368.0
Armenia,93434.0,9864688.0,129689.0,18887137.0,-36255.0,63648.0,8019154.0,24170.0,8891349.0,39478.0,157082.0,17883842.0,153859.0,27778486.0,3223.0
Central African Republic,52338.0,39896526.0,3755.0,2594343.0,48583.0,101330.0,98990753.0,5095.0,3825425.0,96235.0,153668.0,138887279.0,8850.0,6419768.0,144818.0
Northern Mariana Islands,90370.0,48926558.0,9021.0,18507766.0,81349.0,63181.0,31206564.0,2878.0,5645655.0,60303.0,153551.0,80133122.0,11899.0,24153421.0,141652.0
Gabon,51320.0,12994031.0,2371860.0,4184908465.0,-2320540.0,92497.0,16584789.0,1627771.0,3508551976.0,-1535274.0,143817.0,29578820.0,3999631.0,7693460441.0,-3855814.0
Moldova,100498.0,19002589.0,119372.0,12482368.0,-18874.0,41191.0,3370604.0,59479.0,4171084.0,-18288.0,141689.0,22373193.0,178851.0,16653452.0,-37162.0
Malawi,68032.0,7496220.0,66925.0,16773373.0,1107.0,69538.0,20826047.0,139088.0,27167723.0,-69550.0,137570.0,28322267.0,206013.0,43941096.0,-68443.0
Kiribati,55484.0,17430581.0,23558.0,10464256.0,31926.0,81571.0,22371983.0,22955.0,10780253.0,58616.0,137055.0,39802564.0,46513.0,21244509.0,90542.0
Somalia,92361.0,58381874.0,17216.0,10586030.0,75145.0,37042.0,10415419.0,12038.0,4411128.0,25004.0,129403.0,68797293.0,29254.0,14997158.0,100149.0
North Macedonia,54632.0,5924795.0,32342.0,6234817.0,22290.0,71608.0,6700837.0,11269.0,4854476.0,60339.0,126240.0,12625632.0,43611.0,11089293.0,82629.0
Martinique,82998.0,9640965.0,410.0,1717036.0,82588.0,42447.0,6727496.0,694.0,1683838.0,41753.0,125445.0,16368461.0,1104.0,3400874.0,124341.0
Palau,72767.0,80062677.0,4407.0,2500425.0,68360.0,46316.0,62779737.0,353.0,174200.0,45963.0,119083.0,142842414.0,4760.0,2674625.0,114323.0
Botswana,40283.0,2669292.0,2575.0,6364.0,37708.0,70323.0,15415642.0,48570.0,18007185.0,21753.0,110606.0,18084934.0,51145.0,18013549.0,59461.0
Antigua and Barbuda,18684.0,2391987.0,15184.0,64654188.0,3500.0,91565.0,10633238.0,16943.0,30596297.0,74622.0,110249.0,13025225.0,32127.0,95250485.0,78122.0
Guadeloupe,74514.0,8241739.0,413.0,1535422.0,74101.0,32929.0,5665380.0,113.0,435998.0,32816.0,107443.0,13907119.0,526.0,1971420.0,106917.0
Saint Kitts and Nevis,72364.0,252495664.0,511.0,1609.0,71853.0,34664.0,166657845.0,118.0,655.0,34546.0,107028.0,419153509.0,629.0,2264.0,106399.0
Suriname,48413.0,12910398.0,30216.0,66413219.0,18197.0,53110.0,16797340.0,14148.0,34467700.0,38962.0,101523.0,29707738.0,44364.0,100880919.0,57159.0
Bosnia and Herzegovina,47359.0,10163661.0,157116.0,11033501.0,-109757.0,53750.0,1216945.0,63097.0,7472465.0,-9347.0,101109.0,11380606.0,220213.0,18505966.0,-119104.0
Liechtenstein,63053.0,4343526.0,77468.0,481316.0,-14415.0,38023.0,2550709.0,49889.0,481376.0,-11866.0,101076.0,6894235.0,127357.0,962692.0,-26281.0
Dutch Antilles,,,,,,95499.0,12091544.0,3390.0,4973561.0,92109.0,95499.0,12091544.0,3390.0,4973561.0,92109.0
Mauritania,50063.0,17108059.0,167895.0,24528020.0,-117832.0,43434.0,10584673.0,137120.0,25596984.0,-93686.0,93497.0,27692732.0,305015.0,50125004.0,-211518.0
Sierra Leone,42533.0,83030173.0,79852.0,28164578.0,-37319.0,47019.0,58304975.0,62161.0,96335562.0,-15142.0,89552.0,141335148.0,142013.0,124500140.0,-52461.0
Barbados,36241.0,7163114.0,2540.0,473550.0,33701.0,53301.0,7372387.0,1602.0,694833.0,51699.0,89542.0,14535501.0,4142.0,1168383.0,85400.0
Maldives,49283.0,7759067.0,765.0,178347.0,48518.0,33615.0,5975424.0,5197.0,870272.0,28418.0,82898.0,13734491.0,5962.0,1048619.0,76936.0
Saint Martin,54134.0,5902798.0,0.0,2.0,54134.0,25958.0,2552526.0,1.0,6.0,25957.0,80092.0,8455324.0,1.0,8.0,80091.0
Bhutan,39057.0,2613586.0,3871.0,8105923.0,35186.0,25548.0,1854739.0,424.0,19412.0,25124.0,64605.0,4468325.0,4295.0,8125335.0,60310.0
Namibia,34584.0,160394778.0,143334.0,18752188.0,-108750.0,27905.0,184190806.0,300574.0,35017402.0,-272669.0,62489.0,344585584.0,443908.0,53769590.0,-381419.0
Niger,42458.0,2753421.0,70653.0,14786674.0,-28195.0,17324.0,3129518.0,265467.0,856284.0,-248143.0,59782.0,5882939.0,336120.0,15642958.0,-276338.0
Belize,25586.0,7636202.0,4248.0,6898625.0,21338.0,32347.0,12809760.0,4098.0,4824402.0,28249.0,57933.0,20445962.0,8346.0,11723027.0,49587.0
Equatorial Guinea,25629.0,4899924.0,1392693.0,2238202375.0,-1367064.0,29567.0,8329666.0,2455201.0,5027834428.0,-2425634.0,55196.0,13229590.0,3847894.0,7266036803.0,-3792698.0
Vanuatu,29919.0,9650414.0,75505.0,23698768.0,-45586.0,24092.0,12731598.0,51512.0,22421300.0,-27420.0,54011.0,22382012.0,127017.0,46120068.0,-73006.0
East Timor,12282.0,9264839.0,95820.0,149624720.0,-83538.0,40852.0,28963161.0,276007.0,304282238.0,-235155.0,53134.0,38228000.0,371827.0,453906958.0,-318693.0
Dominica,17764.0,5292919.0,1117.0,245581.0,16647.0,24949.0,8804954.0,3269.0,818820.0,21680.0,42713.0,14097873.0,4386.0,1064401.0,38327.0
Eswatini,19160.0,1600866.0,46150.0,280884.0,-26990.0,23546.0,1427997.0,77910.0,2619725.0,-54364.0,42706.0,3028863.0,124060.0,2900609.0,-81354.0
Nauru,41579.0,53079149.0,53967.0,330247236.0,-12388.0,,,,,,41579.0,53079149.0,53967.0,330247236.0,-12388.0
Gambia,18725.0,6589842.0,27825.0,5241455.0,-9100.0,19644.0,2866821.0,6020.0,1580738.0,13624.0,38369.0,9456663.0,33845.0,6822193.0,4524.0
Eritrea,,,,,,38125.0,5677054.0,142414.0,120289111.0,-104289.0,38125.0,5677054.0,142414.0,120289111.0,-104289.0
Curaçao,35842.0,3923530.0,101.0,183274.0,35741.0,,,,,,35842.0,3923530.0,101.0,183274.0,35741.0
Saint Lucia,19777.0,5592538.0,896.0,1776015.0,18881.0,15965.0,3132673.0,948.0,1823974.0,15017.0,35742.0,8725211.0,1844.0,3599989.0,33898.0
British Indian Ocean Territory,,,,,,28276.0,32157193.0,3.0,59.0,28273.0,28276.0,32157193.0,3.0,59.0,28273.0
Tuvalu,25242.0,6538969.0,2642.0,3311050.0,22600.0,,,,,,25242.0,6538969.0,2642.0,3311050.0,22600.0
French Guiana,22743.0,2700709.0,11127.0,95691.0,11616.0,,,,,,22743.0,2700709.0,11127.0,95691.0,11616.0
Cape Verde,18496.0,2023562.0,161.0,15301.0,18335.0,,,,,,18496.0,2023562.0,161.0,15301.0,18335.0
Antarctica,,,,,,18495.0,933686.0,27092.0,3808738.0,-8597.0,18495.0,933686.0,27092.0,3808738.0,-8597.0
Montenegro,16882.0,5983645.0,373867.0,232280304.0,-356985.0,,,,,,16882.0,5983645.0,373867.0,232280304.0,-356985.0
